Tube_Number,Sample_ID,Presowing_Weight,Postsowing_Weight,Weight_Imbibed,Radicle_Emergence,Disease _rating,Time,Experiment_Date,SoilCollectionDate,ExtractionDate,Extraction Weight,Qubit_ng_uL,Location_EC,State,County,Latitude,Longitude,Sample_Type,Crop_Last_Year,Crop_This_Year,Tillage,Notes,Weather,Precipitation,Air_Temperature,Relative_Humiidty,Soil_Temperature,UVA,UVB
253,E13,0.1456,0.172,0.0264,0,,0,5/1/2024,4/29/2024,2/12/2025,0.2620,19.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
254,E14,0.2307,0.2781,0.0474,0,,0,5/1/2024,4/29/2024,2/12/2025,0.2980,19.9000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
255,E15,0.2119,0.2509,0.039,0,,0,5/1/2024,4/29/2024,2/12/2025,0.1670,10.8000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
256,E16,0.1753,0.2123,0.037,0,,0,5/1/2024,4/29/2024,2/12/2025,0.1710,8.3600,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
257,E21,0.1736,0.3572,0.1836,0,,8,5/1/2024,4/29/2024,2/12/2025,0.1720,12.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
258,E22,0.1768,0.3554,0.1786,0,,8,5/1/2024,4/29/2024,2/12/2025,0.2960,16.2000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
259,E23,0.2099,0.408,0.1981,0,,8,5/1/2024,4/29/2024,2/12/2025,0.3050,11.7000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
260,E24,0.1831,0.3505,0.1674,0,,8,5/1/2024,4/29/2024,2/12/2025,0.1550,8.4000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
261,E25,0.2068,0.3748,0.168,0,,8,5/1/2024,4/29/2024,2/12/2025,0.2660,15.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
262,E26,0.1361,0.2767,0.1406,0,,8,5/1/2024,4/29/2024,2/12/2025,0.2190,15.3000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
263,E31,0.1935,0.4212,0.2277,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2260,12.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
264,NC11,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/12/2025,NA,NA,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
265,E32,0.163,0.3642,0.2012,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2470,14.1000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
266,E33,0.1766,0.3855,0.2089,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2430,16.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
267,E34,0.1557,0.3415,0.1858,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2280,11.5000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
268,E35,0.1518,0.3208,0.169,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2020,8.7200,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
269,E36,0.1663,0.3673,0.201,0,,12,5/1/2024,4/29/2024,2/12/2025,0.2880,20.6000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
270,E41,0.181,0.4289,0.2479,0,,16,5/1/2024,4/29/2024,2/12/2025,0.2050,20.4000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
271,E42,0.1713,0.3929,0.2216,1,,16,5/1/2024,4/29/2024,2/14/2025,0.3030,17.6000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
272,E43,0.2035,0.4584,0.2549,1,,16,5/1/2024,4/29/2024,2/14/2025,0.2510,14.6000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
273,E44,0.1823,0.4087,0.2264,1,,16,5/1/2024,4/29/2024,2/14/2025,0.3030,17.5000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
274,E45,0.198,0.4056,0.2076,1,,16,5/1/2024,4/29/2024,2/14/2025,0.2510,16.7000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
275,E46,0.1576,0.3738,0.2162,0,,16,5/1/2024,4/29/2024,2/14/2025,0.2800,19.0000,EVSmith_EC,AL,Macon,32.42789,-85.89018,Spermosphere,Wheat,Soybean,Covercrop_NoTill,,,,,,,,
276,T11,0.2156,0.2156,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.2300,7.0200,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
277,T12,0.1839,0.1839,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.2700,8.5000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
278,T13,0.1737,0.1737,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.2180,10.9000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
279,T14,0.1954,0.1954,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.2210,7.9000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
280,T15,0.177,0.177,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.1770,9.1200,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
281,T16,0.1579,0.1579,0,0,,0,5/30/2024,5/24/2024,2/14/2025,0.2870,10.4000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
282,T21,0.1607,0.2785,0.1178,0,,8,5/30/2024,5/24/2024,2/14/2025,0.2180,10.6000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
283,T22,0.2052,0.4303,0.2251,0,,8,5/30/2024,5/24/2024,2/14/2025,0.2080,4.2600,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
284,T23,0.2102,0.4109,0.2007,0,,8,5/30/2024,5/24/2024,2/14/2025,0.2390,9.0800,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
285,T24,0.1788,0.3729,0.1941,0,,8,5/30/2024,5/24/2024,2/14/2025,0.2060,6.2000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
286,T25,0.182,0.3805,0.1985,0,,8,5/30/2024,5/24/2024,2/14/2025,0.1650,9.1200,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
287,T26,0.2073,0.4774,0.2701,0,,8,5/30/2024,5/24/2024,2/14/2025,0.2650,9.0800,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
288,NC12,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/14/2025,NA,NA,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
289,T31,0.165,0.2558,0.0908,0,,12,5/30/2024,5/24/2024,2/14/2025,0.1630,5.6800,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
290,T32,0.1922,0.3364,0.1442,0,,12,5/30/2024,5/24/2024,2/14/2025,0.1600,9.4400,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
291,T33,0.1951,0.3792,0.1841,0,,12,5/30/2024,5/24/2024,2/14/2025,0.2470,11.7000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
292,T34,0.1573,0.3156,0.1583,0,,12,5/30/2024,5/24/2024,2/14/2025,0.2500,17.1000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
293,T35,0.1829,0.3119,0.129,0,,12,5/30/2024,5/24/2024,2/14/2025,0.1630,16.7000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
294,T36,0.185,0.3612,0.1762,0,,12,5/30/2024,5/24/2024,2/14/2025,0.2150,10.6000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
295,T41,0.1844,0.3079,0.1235,1,,16,5/30/2024,5/24/2024,2/19/2025,0.1710,7.3200,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
296,T42,0.1809,0.3285,0.1476,0,,16,5/30/2024,5/24/2024,2/19/2025,0.2090,11.4000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
297,T43,0.1487,0.3053,0.1566,0,,16,5/30/2024,5/24/2024,2/19/2025,0.1870,9.8600,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
298,T44,0.1858,0.3456,0.1598,1,,16,5/30/2024,5/24/2024,2/19/2025,0.1530,11.9000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
299,T45,0.1961,0.3655,0.1694,1,,16,5/30/2024,5/24/2024,2/19/2025,0.1360,17.2000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
300,T46,0.2012,0.377,0.1758,1,,16,5/30/2024,5/24/2024,2/19/2025,0.1970,10.2000,TVRec_EC,AL,Madison,34.6888243,-86.8862105,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
301,N11,0.1751,0.1751,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2570,13.1000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
302,N12,0.1901,0.1901,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2410,22.4000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
303,N13,0.1673,0.1673,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2520,13.0000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
304,N14,0.1491,0.1491,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2760,14.1000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
305,N15,0.1304,0.1304,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2950,17.3000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
306,N16,0.1364,0.1364,0,0,,0,5/30/2024,5/19/2024,2/19/2025,0.2390,10.6000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
307,N21,0.1543,0.2781,0.1238,0,,8,5/30/2024,5/19/2024,2/19/2025,0.2780,12.1000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
308,N22,0.1784,0.2998,0.1214,0,,8,5/30/2024,5/19/2024,2/19/2025,0.2680,15.3000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
309,N23,0.1902,0.3138,0.1236,0,,8,5/30/2024,5/19/2024,2/19/2025,0.2110,14.5000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
310,N24,0.1981,0.3243,0.1262,0,,8,5/30/2024,5/19/2024,2/19/2025,0.2740,7.8800,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
311,N25,0.1787,0.299,0.1203,0,,8,5/30/2024,5/19/2024,2/19/2025,0.1950,6.8800,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
312,NC13,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/19/2025,NA,too low,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
313,N26,0.1846,0.2876,0.103,0,,8,5/30/2024,5/19/2024,2/19/2025,0.2450,8.4000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
314,N31,0.1958,0.3218,0.126,0,,12,5/30/2024,5/19/2024,2/19/2025,0.3200,12.4000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
315,N32,0.209,0.3482,0.1392,0,,12,5/30/2024,5/19/2024,2/19/2025,0.2930,14.8000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
316,N33,0.1981,0.3396,0.1415,0,,12,5/30/2024,5/19/2024,2/19/2025,0.2060,14.7000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
317,N34,0.2507,0.3589,0.1082,0,,12,5/30/2024,5/19/2024,2/19/2025,0.1940,9.2200,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
318,N35,0.1829,0.2868,0.1039,0,,12,5/30/2024,5/19/2024,2/19/2025,0.2110,10.9000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
319,N36,0.2208,0.3286,0.1078,0,,12,5/30/2024,5/19/2024,2/19/2025,0.2380,13.1000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
320,N41,0.2783,0.399,0.1207,0,,16,5/30/2024,5/19/2024,2/19/2025,0.2290,13.0000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
321,N42,0.2224,0.3012,0.0788,0,,16,5/30/2024,5/19/2024,2/19/2025,0.2400,12.3000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
322,N43,0.2623,0.3946,0.1323,0,,16,5/30/2024,5/19/2024,2/19/2025,0.3000,16.5000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
323,N44,0.2852,0.3825,0.0973,0,,16,5/30/2024,5/19/2024,2/19/2025,0.2600,9.7200,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
324,N45,0.2208,0.3616,0.1408,0,,16,5/30/2024,5/19/2024,2/19/2025,0.2850,16.7000,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
325,N46,0.2066,0.3501,0.1435,0,,16,5/30/2024,5/19/2024,2/20/2025,0.2360,9.0400,N_Dakota,ND,Richland,46.47197,-96.9872,Spermosphere,Corn,Soybean,Conventional,,,,,,,,
326,M11,0.2137,0.2137,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.2270,28.0000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
327,M12,0.1747,0.1747,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.2930,16.9000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
328,M13,0.2196,0.2196,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.3230,11.3000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
329,M14,0.1931,0.1931,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.2150,14.1000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
330,M15,0.1746,0.1746,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.2860,14.6000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
331,M16,0.1996,0.1996,0,0,,0,5/24/2024,5/17/2024,2/20/2025,0.2630,26.0000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
332,M21,0.1765,0.3364,0.1599,0,,8,5/24/2024,5/17/2024,2/20/2025,0.2750,22.8000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
333,M22,0.1844,0.3722,0.1878,0,,8,5/24/2024,5/17/2024,2/20/2025,0.2810,23.2000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
334,M23,0.1971,0.3709,0.1738,0,,8,5/24/2024,5/17/2024,2/20/2025,0.1960,17.3000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
335,M24,0.2142,0.1858,-0.0284,0,,8,5/24/2024,5/17/2024,2/20/2025,0.2510,17.5000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
336,NC14,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/20/2025,NA,too low,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
337,M25,0.2222,0.285,0.0628,0,,8,5/24/2024,5/17/2024,2/20/2025,0.2500,25.2000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
338,M26,0.1941,0.2424,0.0483,0,,8,5/24/2024,5/17/2024,2/20/2025,0.2630,23.2000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
339,M31,0.1771,0.3594,0.1823,0,,12,5/24/2024,5/17/2024,2/20/2025,0.2650,17.5000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
340,M32,0.1755,0.2967,0.1212,0,,12,5/24/2024,5/17/2024,2/20/2025,0.2380,16.8000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
341,M33,0.2153,0.404,0.1887,0,,12,5/24/2024,5/17/2024,2/20/2025,0.2010,20.4000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
342,M34,0.1696,0.4126,0.243,0,,12,5/24/2024,5/17/2024,2/20/2025,0.2000,17.9000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
343,M35,0.145,0.2943,0.1493,0,,12,5/24/2024,5/17/2024,2/20/2025,0.3140,33.4000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
344,M36,0.138,0.3331,0.1951,0,,12,5/24/2024,5/17/2024,2/20/2025,0.2600,19.1000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
345,M41,0.1855,0.4736,0.2881,0,,16,5/24/2024,5/17/2024,2/20/2025,0.2460,15.8000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
346,M42,0.1744,0.4579,0.2835,0,,16,5/24/2024,5/17/2024,2/20/2025,0.1780,20.0000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
347,M43,0.2054,0.3836,0.1782,0,,16,5/24/2024,5/17/2024,2/20/2025,0.2920,24.0000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
348,M44,0.1754,0.3494,0.174,0,,16,5/24/2024,5/17/2024,2/20/2025,0.2850,27.6000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
349,M45,0.2066,0.4138,0.2072,0,,16,5/24/2024,5/17/2024,2/21/2025,0.1340,17.6000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
350,M46,0.1946,0.3206,0.126,0,,16,5/24/2024,5/17/2024,2/21/2025,0.2020,24.0000,Michigan,MI,Ingham,42.693741,-84.486578,Spermosphere,Wheat,Soybean,Conventional,,,,,,,,
351,P11,0.1655,0.1655,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.1710,23.0000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
352,P12,0.1463,0.1463,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.2190,20.8000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
353,P13,0.1532,0.1532,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.1460,14.6000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
354,P14,0.1678,0.1678,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.2690,24.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
355,P15,0.2004,0.2004,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.2160,21.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
356,P16,0.1532,0.1532,0,0,,0,5/30/2024,5/23/2024,2/21/2025,0.1620,14.1000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
357,P21,0.1774,0.3775,0.2001,0,,8,5/30/2024,5/23/2024,2/21/2025,0.2190,16.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
358,P22,0.1753,0.3622,0.1869,0,,8,5/30/2024,5/23/2024,2/21/2025,0.1690,18.5000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
359,P23,0.1728,0.3481,0.1753,0,,8,5/30/2024,5/23/2024,2/21/2025,0.2490,18.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
360,NC15,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/21/2025,NA,too low,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
361,P24,0.1866,0.3808,0.1942,0,,8,5/30/2024,5/23/2024,2/21/2025,0.2350,20.4000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
362,P25,0.1569,0.2809,0.124,0,,8,5/30/2024,5/23/2024,2/21/2025,0.1390,16.0000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
363,P26,0.1691,0.3013,0.1322,0,,8,5/30/2024,5/23/2024,2/21/2025,0.2470,16.9000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
364,P31,0.1824,0.3752,0.1928,0,,12,5/30/2024,5/23/2024,2/21/2025,0.1420,24.4000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
365,P32,0.1755,0.3774,0.2019,0,,12,5/30/2024,5/23/2024,2/21/2025,0.1760,10.6000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
366,P33,0.1783,0.3503,0.172,0,,12,5/30/2024,5/23/2024,2/21/2025,0.2530,18.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
367,P34,0.1986,0.36,0.1614,0,,12,5/30/2024,5/23/2024,2/21/2025,0.3160,19.6000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
368,P35,0.171,0.3453,0.1743,0,,12,5/30/2024,5/23/2024,2/21/2025,0.2680,12.3000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
369,P36,0.1503,0.2954,0.1451,0,,12,5/30/2024,5/23/2024,2/21/2025,0.2090,14.2000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
370,P41,0.1604,0.3903,0.2299,1,,16,5/30/2024,5/23/2024,2/21/2025,0.1700,22.6000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
371,P42,0.1567,0.3135,0.1568,0,,16,5/30/2024,5/23/2024,2/21/2025,0.3050,17.5000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
372,P43,0.1813,0.4311,0.2498,1,,16,5/30/2024,5/23/2024,2/21/2025,0.1390,12.5000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
373,P44,0.173,0.361,0.188,1,,16,5/30/2024,5/23/2024,2/21/2025,0.2280,16.9000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
374,P45,0.176,0.4123,0.2363,1,,16,5/30/2024,5/23/2024,2/21/2025,0.1790,13.8000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
375,P46,0.1809,0.3683,0.1874,1,,16,5/30/2024,5/23/2024,2/21/2025,0.2080,17.5000,Pennsylvania,PA,Centre,40.716083,-77.939139,Spermosphere,,,,,,,,,,,
376,R11,0.17384,0.17384,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.2260,12.1000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
377,R12,0.16192,0.16192,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.2500,14.8000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
378,R13,0.19226,0.19226,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.2880,17.3000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
379,R14,0.14956,0.14956,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.1970,8.6000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
